date,station,nitrate
2012-10-01,CCE2,3.727012869297292
2012-10-02,CCE2,3.370632539448321
2012-10-03,CCE2,3.3279748605144133
2012-10-04,CCE2,4.224289403802729
2012-10-05,CCE2,4.817381724868824
2012-10-06,CCE2,4.039668490379362
2012-10-07,CCE2,3.2840385892232304
2012-10-08,CCE2,3.4394364658448793
2012-10-09,CCE2,4.126723231355417
2012-10-10,CCE2,4.260232219088176
2012-10-11,CCE2,4.490296762376494
2012-10-12,CCE2,3.7761390834425854
2012-10-13,CCE2,4.268759182286456
2012-10-14,CCE2,4.025990392241437
2012-10-15,CCE2,3.23811049108531
2012-10-16,CCE2,3.6896472565958476
2012-10-17,CCE2,3.695600688773053
2012-10-18,CCE2,3.8892763431724773
2012-10-19,CCE2,3.166840886460798
2012-10-20,CCE2,2.7216832075268855
2012-10-21,CCE2,2.9610255285929825
2012-10-22,CCE2,3.451562294103519
2012-10-23,CCE2,3.226737948502945
2012-10-24,CCE2,3.635663602902373
2012-10-25,CCE2,4.1493392573018
2012-10-26,CCE2,3.6432649117012263
2012-10-27,CCE2,3.0071627883228724
2012-10-28,CCE2,2.8534773316111917
2012-10-29,CCE2,2.9252085415661715
2012-10-30,CCE2,3.096773084854483
2012-10-31,CCE2,2.990315722355882
2012-11-01,CCE2,2.1212366831042657
2012-11-02,CCE2,1.6648231028296963
2012-11-03,CCE2,1.9011039669995708
2012-11-04,CCE2,2.464829275613886
2012-11-05,CCE2,3.109665695339313
2012-11-06,CCE2,2.6299465595091838
2012-11-07,CCE2,2.8065329792346128
2012-11-08,CCE2,2.604091621182262
2012-11-09,CCE2,3.3325669297965774
2012-11-10,CCE2,2.884514460633117
2012-11-11,CCE2,2.2535453248029884
2012-11-12,CCE2,2.340437300083971
2012-11-13,CCE2,2.351718164253841
2012-11-14,CCE2,2.1990268062014935
2012-11-15,CCE2,2.2966965592602553
2012-11-16,CCE2,2.5137274234301263
2012-11-17,CCE2,2.477924954266665
2012-11-18,CCE2,2.4906780406587608
2012-11-19,CCE2,2.525792238161966
2012-11-20,CCE2,2.6853231023318394
2012-11-21,CCE2,2.5838261887239296
2012-11-22,CCE2,2.577301497338247
2012-11-23,CCE2,2.6153879170636753
2012-11-24,CCE2,2.6019187812335454
2012-11-25,CCE2,3.02456075651453
2012-11-26,CCE2,2.8883416206844035
2012-11-27,CCE2,2.7421224848542702
2012-11-28,CCE2,2.8248755712463662
2012-11-29,CCE2,3.089684213194014
2012-11-30,CCE2,3.055798410697222
2012-12-01,CCE2,2.904134830422651
2012-12-02,CCE2,3.24108236125919
2012-12-03,CCE2,3.310668780984615
2012-12-04,CCE2,3.5900052007100425
2012-12-05,CCE2,3.6447027315465808
2012-12-06,CCE2,3.643900262383123
2012-12-07,CCE2,4.083097793219658
2012-12-08,CCE2,5.033600879611752
2012-12-09,CCE2,5.239492854892734
2012-12-10,CCE2,5.099718163507052
2012-12-11,CCE2,5.454276805454705
2012-12-12,CCE2,5.628807669624575
2012-12-13,CCE2,3.7356996449055546
2012-12-14,CCE2,3.251897175742096
2012-12-15,CCE2,2.8887613732453032
2012-12-16,CCE2,3.051320015192951
2012-12-17,CCE2,3.1736008793628216
2012-12-18,CCE2,3.3735761879771413
2012-12-19,CCE2,4.08102371881368
2012-12-20,CCE2,4.746276805205773
2012-12-21,CCE2,4.533474336042311
2012-12-22,CCE2,3.3439496446566284
2012-12-23,CCE2,3.172952731048723
2012-12-24,CCE2,3.354789150774151
2012-12-25,CCE2,2.925042237166244
2012-12-26,CCE2,2.579239768002782
2012-12-27,CCE2,2.3087428543948763
2012-12-28,CCE2,2.8830792741203055
2012-12-29,CCE2,2.8138601382901753
2012-12-30,CCE2,1.9921687802378247
2012-12-31,CCE2,2.0610329777410286
2013-01-01,CCE2,2.640230508577569
2013-01-02,CCE2,2.6787891505252186
2013-01-03,CCE2,2.493625570250643
2013-01-04,CCE2,2.330545323309405
2013-01-05,CCE2,2.024548409701502
2013-01-06,CCE2,2.713218162760261
2013-01-07,CCE2,4.002665693596797
2013-01-08,CCE2,4.1030854466555615
2013-01-09,CCE2,3.735060755269874
2013-01-10,CCE2,3.066730508328638
2013-01-11,CCE2,6.430594705831844
2013-01-12,CCE2,4.265458903335048
2013-01-13,CCE2,3.917573100838256
2013-01-14,CCE2,6.012298409452573
2013-01-15,CCE2,2.4229681625113355
2013-01-16,CCE2,2.032860137792317
2013-01-17,CCE2,1.9777521130732962
2013-01-18,CCE2,2.217505199465391
2013-01-19,CCE2,4.631397174746373
2013-01-20,CCE2,3.7229558166940255
2013-01-21,CCE2,2.8370422364194514
2013-01-22,CCE2,4.385850878367101
2013-01-23,CCE2,4.748465075870307
2013-01-24,CCE2,5.156384828929068
2013-01-25,CCE2,5.04891569309894
2013-01-26,CCE2,2.8241687794910337
2013-01-27,CCE2,3.327560754772014
2013-01-28,CCE2,5.416369396719669
2013-01-29,CCE2,6.898733594222872
2013-01-30,CCE2,6.398570013948298
2013-01-31,CCE2,6.186323100340395
2013-02-01,CCE2,6.276937297843599
2013-02-02,CCE2,6.197357050902361
2013-02-03,CCE2,6.521499026183341
2013-02-04,CCE2,5.857641001464323
2013-02-05,CCE2,5.370255198967532
2013-02-06,CCE2,6.3677305075818476
2013-02-07,CCE2,6.692150260640607
2013-02-08,CCE2,6.952403347032701
2013-02-09,CCE2,7.484628655647018
2013-02-10,CCE2,7.516242853150224
2013-02-11,CCE2,7.22382927287565
2013-02-12,CCE2,7.818110137045522
2013-02-13,CCE2,8.085113223437617
2013-02-14,CCE2,8.320949643163042
2013-02-15,CCE2,8.193730507332916
2013-02-16,CCE2,7.393039149280566
2013-02-17,CCE2,6.72126445789488
2013-02-18,CCE2,7.953100877620311
2013-02-19,CCE2,8.165770630679072
2013-02-20,CCE2,8.024218161515607
2013-02-21,CCE2,9.087665692352148
2013-02-22,CCE2,9.955391000966463
2013-02-23,CCE2,10.87028297624745
2013-02-24,CCE2,12.597202729306211
2013-02-25,CCE2,13.1649558156983
2013-02-26,CCE2,13.914903346534842
2013-02-27,CCE2,12.64760087737138
2013-02-28,CCE2,10.756798408207922
2013-03-01,CCE2,9.687107050155568
2013-03-02,CCE2,10.697193469880995
2013-03-03,CCE2,11.368974334050867
2013-03-04,CCE2,9.74072742044296
2013-03-05,CCE2,8.510397173501723
2013-03-06,CCE2,9.37284470433826
2013-03-07,CCE2,9.750875568508132
2013-03-08,CCE2,9.199267543789116
2013-03-09,CCE2,6.924103963514544
2013-03-10,CCE2,8.955912605462192
2013-03-11,CCE2,9.178249025187624
2013-03-12,CCE2,11.219557667135271
2013-03-13,CCE2,12.761171864638476
2013-03-14,CCE2,8.818619395475013
2013-03-15,CCE2,7.535066926311553
2013-03-16,CCE2,8.620458901592537
2013-03-17,CCE2,11.991517543540185
2013-03-18,CCE2,13.86535396326561
2013-03-19,CCE2,11.28816260521326
2013-03-20,CCE2,7.839360136049803
2013-03-21,CCE2,7.366472349426021
2013-03-22,CCE2,10.094144086611768
2013-03-23,CCE2,8.956924950781637
2013-03-24,CCE2,8.303474049194072
2013-03-25,CCE2,7.733736679121382
2013-03-26,CCE2,6.374267543291256
2013-03-27,CCE2,7.323520629683348
2013-03-28,CCE2,8.25570030337703
2013-03-29,CCE2,6.875832358023096
2013-03-30,CCE2,7.921585444415187
2013-03-31,CCE2,7.824921864140613
2013-04-01,CCE2,7.053480506088261
2013-04-02,CCE2,6.211289148035914
2013-04-03,CCE2,3.706597789983564
2013-04-04,CCE2,3.39543420970899
2013-04-05,CCE2,3.9080484072121955
2013-04-06,CCE2,4.478745938048735
2013-04-07,CCE2,5.378272528714336
2013-04-08,CCE2,7.722601280440107
2013-04-09,CCE2,15.376171863891683
2013-04-10,CCE2,14.301551508627245
2013-04-11,CCE2,12.447084505508645
2013-04-12,CCE2,12.922851254760175
2013-04-13,CCE2,14.690264519378728
2013-04-14,CCE2,16.56520860693251
2013-04-15,CCE2,12.968886887438842
2013-04-16,CCE2,11.04636683551602
2013-04-17,CCE2,11.569190825030594
2013-04-18,CCE2,12.388037170457224
2013-04-19,CCE2,11.380994107090034
2013-04-20,CCE2,8.933237659884464
2013-04-21,CCE2,9.667161991050847
2013-04-22,CCE2,8.965937777951037
2013-04-23,CCE2,7.697890555344396
2013-04-24,CCE2,7.938261104202401
2013-04-25,CCE2,4.21692200139671
2013-04-26,CCE2,2.858651591030118
2013-04-27,CCE2,6.184659255529833
2013-04-28,CCE2,5.6393575023230715
2013-04-29,CCE2,6.8152541299838125
2013-04-30,CCE2,7.125218642374197
2013-05-01,CCE2,8.481807857676051
2013-05-02,CCE2,8.231394324908981
2013-05-03,CCE2,9.872117155778275
2013-05-04,CCE2,10.774577211840677
2013-05-05,CCE2,8.72660760361312
2013-05-06,CCE2,4.972902329907253
2013-05-07,CCE2,9.823820867847251
2013-05-08,CCE2,11.839680359441443
2013-05-09,CCE2,8.056053071475326
2013-05-10,CCE2,4.1023069480962535
2013-05-11,CCE2,5.834781858585274
2013-05-12,CCE2,5.575057199852668
2013-05-13,CCE2,2.901142850092132
2013-05-14,CCE2,3.041539254936472
2013-05-15,CCE2,6.792805386459359
2013-05-16,CCE2,11.742718279717245
2013-05-17,CCE2,14.090202102862238
2013-05-18,CCE2,14.412609797070807
2013-05-19,CCE2,11.972572434936465
2013-05-20,CCE2,14.384191005452294
2013-05-21,CCE2,8.636220654503406
2013-05-22,CCE2,6.050284617280009
2013-05-23,CCE2,13.117903615707236
2013-05-24,CCE2,13.792408754954428
2013-05-25,CCE2,9.499110863898588
2013-05-26,CCE2,7.850181659711432
2013-05-27,CCE2,9.221397286183818
2013-05-28,CCE2,9.876025717171949
2013-05-29,CCE2,11.709122285414978
2013-05-30,CCE2,12.81052879126942
2013-05-31,CCE2,17.619357908790395
2013-06-01,CCE2,18.934259435182696
2013-06-02,CCE2,15.84761400624807
2013-06-03,CCE2,10.301638326273633
2013-06-04,CCE2,10.435925476810187
2013-06-05,CCE2,9.337395113977758
2013-06-06,CCE2,9.551061349481634
2013-06-07,CCE2,4.781739245710404
2013-06-08,CCE2,7.980727450911247
2013-06-09,CCE2,8.615622147496525
2013-06-10,CCE2,11.097621716333732
2013-06-11,CCE2,8.660461674356918
2013-06-12,CCE2,5.721425146937443
2013-06-13,CCE2,5.835893521478753
2013-06-14,CCE2,5.203696714796057
2013-06-15,CCE2,4.777559771452634
2013-06-16,CCE2,6.48937328859644
2013-06-17,CCE2,4.611945124219151
2013-06-18,CCE2,7.848299268219757
2013-06-19,CCE2,14.102065771103312
2013-06-20,CCE2,17.976852401734934
2013-06-21,CCE2,18.72879143878367
2013-06-22,CCE2,19.4384079862305
2013-06-23,CCE2,18.760554242530574
2013-06-24,CCE2,16.401394052009497
2013-06-25,CCE2,12.129741288701725
2013-06-26,CCE2,7.2436329401295465
2013-06-27,CCE2,5.57431714948963
2013-06-28,CCE2,8.307387722486078
2013-06-29,CCE2,7.176465054246637
2013-06-30,CCE2,4.4247068245098715
2013-07-01,CCE2,6.045695920976314
2013-07-02,CCE2,7.670099307401164
2013-07-03,CCE2,5.356553718781451
2013-07-04,CCE2,2.807201256275816
2013-07-05,CCE2,2.1838720780839123
2013-07-06,CCE2,2.53785434151411
2013-07-07,CCE2,3.688862006013824
2013-07-08,CCE2,1.2922014441320793
2013-07-09,CCE2,1.6920682886674445
2013-07-10,CCE2,3.050585208617593
2013-07-11,CCE2,5.28598721243812
2013-07-12,CCE2,1.869092321976457
2013-07-13,CCE2,6.356068123731075
2013-07-14,CCE2,8.488170188111956
2013-07-15,CCE2,12.358793865683566
2013-07-16,CCE2,14.05460322358792
2013-07-17,CCE2,13.694788695574266
2013-07-18,CCE2,14.309183621434391
2013-07-19,CCE2,16.13454355220293
2013-07-20,CCE2,16.17976578889516
2013-07-21,CCE2,15.909568759396064
2013-07-22,CCE2,16.382951275351513
2013-07-23,CCE2,8.117701883998587
2013-07-24,CCE2,9.217120867571387
2013-07-25,CCE2,2.281898956907703
2013-07-26,CCE2,3.0408340575333845
2013-07-27,CCE2,5.91921360260351
2013-07-28,CCE2,9.043687176194139
2013-07-29,CCE2,10.980358090842396
2013-07-30,CCE2,8.362234367938667
2013-07-31,CCE2,3.210105148897087
2013-08-01,CCE2,2.581637267496624
2013-08-02,CCE2,2.1956818266784546
2013-08-03,CCE2,2.801013986127664
2013-08-04,CCE2,2.9382831628080104
2013-08-05,CCE2,3.411217446440228
2013-08-06,CCE2,2.82424011391083
2013-08-07,CCE2,4.556988717210309
2013-08-08,CCE2,9.3287959212228
2013-08-09,CCE2,12.53633730527094
2013-08-10,CCE2,6.94595013911112
2013-08-11,CCE2,3.249377218346426
2013-08-12,CCE2,1.239062467516375
2013-08-13,CCE2,2.1204901409287467
2013-08-14,CCE2,1.8801417577392965
2013-08-15,CCE2,2.7001224485378033
2013-08-16,CCE2,3.9750424262145376
2013-08-17,CCE2,4.592186425784414
2013-08-18,CCE2,5.796417129499814
2013-08-19,CCE2,9.298996763696504
2013-08-20,CCE2,8.341872186663243
2013-08-21,CCE2,3.5944668609668793
2013-08-22,CCE2,1.9785980400239318
2013-08-23,CCE2,1.2407041893721327
2013-08-24,CCE2,2.1366565211326938
2013-08-25,CCE2,3.6235235142123265
2013-08-26,CCE2,2.4325859915462673
2013-08-27,CCE2,2.061467244875455
2013-08-28,CCE2,5.740558688341302
2013-08-29,CCE2,8.498332915526698
2013-08-30,CCE2,6.142183019123266
2013-08-31,CCE2,3.732517636657161
2013-09-01,CCE2,2.1737820082534154
2013-09-02,CCE2,2.7530017568291867
2013-09-03,CCE2,0.6675616717745357
2013-09-04,CCE2,0.4774674646164974
2013-09-05,CCE2,1.2470409787894166
2013-09-06,CCE2,2.9941534412689297
2013-09-07,CCE2,2.384807941775776
2013-09-08,CCE2,1.3239324363408511
2013-09-09,CCE2,1.2837917608227412
2013-09-10,CCE2,1.482547958447828
2013-09-11,CCE2,1.6085013448726786
2013-09-12,CCE2,2.750610895884577
2013-09-13,CCE2,2.3011324492731795
2013-09-14,CCE2,7.574953542174561
2013-09-15,CCE2,8.994477992176357
2013-09-16,CCE2,9.124416880680826
2013-09-17,CCE2,10.913740795923262
2013-09-18,CCE2,10.739451928931594
2013-09-19,CCE2,10.65135995736476
2013-09-20,CCE2,10.21155654046222
2013-09-21,CCE2,9.690138135443219
2013-09-22,CCE2,7.699277484434915
2013-09-23,CCE2,3.448289456718349
2013-09-24,CCE2,1.194188312543081
2013-09-25,CCE2,1.4114144113862308
2013-09-26,CCE2,2.7525702487914736
2013-09-27,CCE2,3.0493024379495375
2013-09-28,CCE2,2.4262804678681476
2013-09-29,CCE1,1.8218703652298465
2013-09-29,CCE2,3.375707621375587
2013-09-30,CCE1,3.9661541208331386
2013-09-30,CCE2,1.949105270278156
2013-10-01,CCE1,2.546859417465332
2013-10-01,CCE2,1.8983561203096606
2013-10-02,CCE1,2.9198563807641915
2013-10-02,CCE2,0.969380496039324
2013-10-03,CCE1,4.207436677396385
2013-10-03,CCE2,0.8970117493685098
2013-10-04,CCE1,3.218072529584134
2013-10-04,CCE2,0.8324352635414285
2013-10-05,CCE1,4.364333381771883
2013-10-05,CCE2,0.8675813712972342
2013-10-06,CCE1,4.4355247895151875
2013-10-06,CCE2,6.019679350710793
2013-10-07,CCE1,4.557063419480714
2013-10-07,CCE2,4.001655523826077
2013-10-08,CCE1,3.8790187161129066
2013-10-08,CCE2,2.658747932829657
2013-10-09,CCE1,6.756321234967323
2013-10-09,CCE2,1.7691257696407228
2013-10-10,CCE1,4.986957087155072
2013-10-10,CCE2,2.2759530271291486
2013-10-11,CCE1,5.05835682823171
2013-10-11,CCE2,3.4354423018487084
2013-10-12,CCE1,5.745242680419458
2013-10-12,CCE2,2.405045004969934
2013-10-13,CCE1,7.6542813103849845
2013-10-13,CCE2,1.2293028180139174
2013-10-14,CCE1,8.0509588292394
2013-10-14,CCE2,1.5156172264233188
2013-10-15,CCE1,6.680761348093816
2013-10-15,CCE2,0.4319594868826308
2013-10-16,CCE1,6.010355533614899
2013-10-16,CCE2,0.8395724292743871
2013-10-17,CCE1,5.9496719413582015
2013-10-17,CCE2,0.9579877392332228
2013-10-18,CCE1,8.974266126879284
2013-10-18,CCE2,0.641383624172629
2013-10-19,CCE1,6.8459436457337
2013-10-19,CCE2,0.26703738195814425
2013-10-20,CCE1,7.002482275699227
2013-10-20,CCE2,0.5004443963295554
2013-10-21,CCE1,7.249159794553642
2013-10-21,CCE2,0.24628337484339247
2013-10-22,CCE1,8.80132342451917
2013-10-22,CCE2,1.505208820091772
2013-10-23,CCE1,6.5880009433735855
2013-10-23,CCE2,1.290210468548706
2013-10-24,CCE1,6.916692351116889
2013-10-24,CCE2,1.772377521046045
2013-10-25,CCE1,6.984480981082416
2013-10-25,CCE2,1.719724312105476
2013-10-26,CCE1,5.775394611047942
2013-10-26,CCE2,1.804584100788199
2013-10-27,CCE1,6.727488796569024
2013-10-27,CCE2,1.6523319613663467
2013-10-28,CCE1,9.171596870978997
2013-10-28,CCE2,4.443684248563627
2013-10-29,CCE1,10.904246612055635
2013-10-29,CCE2,3.4324786034970898
2013-10-30,CCE1,9.032938019798937
2013-10-30,CCE2,4.544228617967099
2013-10-31,CCE1,7.163851649764464
2013-10-31,CCE2,2.2254128501801493
2013-11-01,CCE1,5.747265279729991
2013-11-01,CCE2,2.5157225565921997
2013-11-02,CCE1,5.897692798584406
2013-11-02,CCE2,1.9388414064751593
2013-11-03,CCE1,5.788675872994378
2013-11-03,CCE2,1.2060240561204492
2013-11-04,CCE1,4.876811725182127
2013-11-04,CCE2,1.9158975851477962
2013-11-05,CCE1,5.085711466258764
2013-11-05,CCE2,3.062105784406867
2013-11-06,CCE1,5.1202362073354015
2013-11-06,CCE2,1.8142498125429476
2013-11-07,CCE1,5.057469281745373
2013-11-07,CCE2,2.213761636282118
2013-11-08,CCE1,4.768313467266455
2013-11-08,CCE2,1.8562610565750595
2013-11-09,CCE1,5.027838208343092
2013-11-09,CCE2,1.5059342571545296
2013-11-10,CCE1,5.111112949419731
2013-11-10,CCE2,2.2565116796921387
2013-11-11,CCE1,5.449665468274145
2013-11-11,CCE2,1.7140422942809808
2013-11-12,CCE1,5.577662431573006
2013-11-12,CCE2,1.6173910164158734
2013-11-13,CCE1,4.928645505982977
2013-11-13,CCE2,1.8369187158234919
2013-11-14,CCE1,5.17622580261517
2013-11-14,CCE2,3.9670244381069253
2013-11-15,CCE1,5.935333877025141
2013-11-15,CCE2,4.899674630830052
2013-11-16,CCE1,5.240136395879557
2013-11-16,CCE2,5.915814871087345
2013-11-17,CCE1,4.720286136956195
2013-11-17,CCE2,2.8055703074230673
2013-11-18,CCE1,4.26321365581061
2013-11-18,CCE2,2.192140954691649
2013-11-19,CCE1,4.710168952442804
2013-11-19,CCE2,2.2008796055252926
2013-11-20,CCE1,5.395804804630553
2013-11-20,CCE2,1.7159068778681466
2013-11-21,CCE1,4.957076316674796
2013-11-21,CCE2,2.324145677246054
2013-11-22,CCE1,4.91779579134493
2013-11-22,CCE2,1.1357646014011482
2013-11-23,CCE1,4.976836818596744
2013-11-23,CCE2,1.095811741539605
2013-11-24,CCE1,5.393655623626336
2013-11-24,CCE2,1.1361763950470454
2013-11-25,CCE1,5.05096053976704
2013-11-25,CCE2,1.148894175411288
2013-11-26,CCE1,4.578473789241076
2013-11-26,CCE2,1.1386418131730351
2013-11-27,CCE1,4.492167594270668
2013-11-27,CCE2,1.1228895994790495
2013-11-28,CCE1,4.72461139930026
2013-11-28,CCE2,1.093036821316854
2013-11-29,CCE1,5.128582982107629
2013-11-29,CCE2,1.1602101869455062
2013-11-30,CCE1,4.578665676026111
2013-11-30,CCE2,1.0384861223899646
2013-12-01,CCE1,4.341248369944592
2013-12-01,CCE2,1.0610167369788053
2013-12-02,CCE1,4.668136619418628
2013-12-02,CCE2,1.124703025958617
2013-12-03,CCE1,4.845510980003776
2013-12-03,CCE2,1.559109240437765
2013-12-04,CCE1,3.957885340588923
2013-12-04,CCE2,1.9552584219172344
2013-12-05,CCE1,3.4179680345074046
2013-12-05,CCE2,2.551012189986583
2013-12-06,CCE1,3.362286839536996
2013-12-06,CCE2,3.0974632591208806
2013-12-07,CCE1,3.374800089011032
2013-12-07,CCE2,3.1967321254224608
2013-12-08,CCE1,3.4625216718184024
2013-12-08,CCE2,4.357251627335998
2013-12-09,CCE1,3.6941321435146612
2013-12-09,CCE2,4.433008534259957
2013-12-10,CCE1,3.7331037263220304
2013-12-10,CCE2,5.362694466733527
2013-12-11,CCE1,3.446728086907178
2013-12-11,CCE2,5.288461177579055
2013-12-12,CCE1,3.397991336381214
2013-12-12,CCE2,5.0388843203913085
2013-12-13,CCE1,3.33064347474414
2013-12-13,CCE2,4.451652234445391
2013-12-14,CCE1,3.30711505755151
2013-12-14,CCE2,4.738951919832716
2013-12-15,CCE1,3.6171977514699907
2013-12-15,CCE2,4.0712221534626485
2013-12-16,CCE1,3.4940165564995826
2013-12-16,CCE2,4.105675467265857
2013-12-17,CCE1,3.4071548059736187
2013-12-17,CCE2,4.278017265587452
2013-12-18,CCE1,3.3852236110032106
2013-12-18,CCE2,2.930319493367025
2013-12-19,CCE1,3.756139638255025
2013-12-19,CCE2,2.5788078471121367
2013-12-20,CCE1,4.196708443284618
2013-12-20,CCE2,3.17999153656729
2013-12-21,CCE1,4.110610581647543
2013-12-21,CCE2,3.5449846437289185
2013-12-22,CCE1,4.327637720010467
2013-12-22,CCE2,3.4639382529224902
2013-12-23,CCE1,4.414734302817838
2013-12-23,CCE2,4.185965647576379
2013-12-24,CCE1,4.661344774514096
2013-12-24,CCE2,2.2348068796523086
2013-12-25,CCE1,4.495455246210355
2013-12-25,CCE2,2.933773917295222
2013-12-26,CCE1,4.162274051239947
2013-12-26,CCE2,2.084521629329103
2013-12-27,CCE1,4.49207896738065
2013-12-27,CCE2,2.5271101761817607
2013-12-28,CCE1,4.3957727724102424
2013-12-28,CCE2,1.5021935239851014
2013-12-29,CCE1,4.169466577439834
2013-12-29,CCE2,1.6988013073202293
2013-12-30,CCE1,4.260799271358315
2013-12-30,CCE2,2.47678461056029
2013-12-31,CCE1,4.157340298610129
2013-12-31,CCE2,1.86234775634343
2014-01-01,CCE1,4.4254785480841665
2014-01-01,CCE2,1.8647899870938869
2014-01-02,CCE1,4.18139457533598
2014-01-02,CCE2,1.9176823069709057
2014-01-03,CCE1,4.335713380365571
2014-01-03,CCE2,1.8067618668954581
2014-01-04,CCE1,4.421282185395165
2014-01-04,CCE2,1.3209639758396197
2014-01-05,CCE1,4.5081704348692
2014-01-05,CCE2,2.293915342062448
2014-01-06,CCE1,4.719294795454348
2014-01-06,CCE2,3.2915102020464175
2014-01-07,CCE1,4.638266378261718
2014-01-07,CCE2,2.6747686835395985
2014-01-08,CCE1,4.997237961069088
2014-01-08,CCE2,2.2963211341355714
2014-01-09,CCE1,5.274126210543123
2014-01-09,CCE2,2.9729779370785434
2014-01-10,CCE1,4.961083904461605
2014-01-10,CCE2,3.856200025226506
2014-01-11,CCE1,4.658458265046752
2014-01-11,CCE2,5.121598286874171
2014-01-12,CCE1,4.5473604034096775
2014-01-12,CCE2,4.749987487321602
2014-01-13,CCE1,4.558901430661492
2014-01-13,CCE2,4.5543622789752085
2014-01-14,CCE1,4.423914680135527
2014-01-14,CCE2,2.8536999345622687
2014-01-15,CCE1,4.306636262942898
2014-01-15,CCE2,5.213003424968104
2014-01-16,CCE1,4.408663401305824
2014-01-16,CCE2,6.627779657501093
2014-01-17,CCE1,4.486246095224304
2014-01-17,CCE2,6.529291629784528
2014-01-18,CCE1,4.52125934469834
2014-01-18,CCE2,5.749720343006767
2014-01-19,CCE1,4.537800371950155
2014-01-19,CCE2,2.921274450442631
2014-01-20,CCE1,4.635869176979747
2014-01-20,CCE2,3.311964430176131
2014-01-21,CCE1,4.676160204231562
2014-01-21,CCE2,1.5264506300293812
2014-01-22,CCE1,5.474090120372264
2014-01-22,CCE2,1.6704733717721176
2014-01-23,CCE1,6.502575592068523
2014-01-23,CCE2,1.7802020701399266
2014-01-24,CCE1,6.0435610637647805
2014-01-24,CCE2,1.8418284215083311
2014-01-25,CCE1,5.557393757683262
2014-01-25,CCE2,1.7124461573092944
2014-01-26,CCE1,5.418934784935076
2014-01-26,CCE2,1.1905341842570174
2014-01-27,CCE1,4.488878589964668
2014-01-27,CCE2,1.765754935506586
2014-01-28,CCE1,4.826461283883149
2014-01-28,CCE2,2.363017427694952
2014-01-29,CCE1,3.762446755579408
2014-01-29,CCE2,3.2060608913628212
2014-01-30,CCE1,3.856557227275666
2014-01-30,CCE2,2.3396049492077537
2014-01-31,CCE1,3.522681587860816
2014-01-31,CCE2,1.8749189119843568
2014-02-01,CCE1,3.2258198373348517
2014-02-01,CCE2,3.6881038640657717
2014-02-02,CCE1,4.041319197919997
2014-02-02,CCE2,5.296872223752653
2014-02-03,CCE1,4.597582447394036
2014-02-03,CCE2,4.056818168109766
2014-02-04,CCE1,4.742040141312516
2014-02-04,CCE2,4.4950360192801435
2014-02-05,CCE1,4.412539501897663
2014-02-05,CCE2,5.338642989087808
2014-02-06,CCE1,4.5919277513717
2014-02-06,CCE2,4.9262798128269765
2014-02-07,CCE1,4.511975803901753
2014-02-07,CCE2,4.137844889685576
2014-02-08,CCE1,4.494611617478381
2014-02-08,CCE2,2.425316086567942
2014-02-09,CCE1,4.707446686922805
2014-02-09,CCE2,2.2755609762607656
2014-02-10,CCE1,5.071253978589451
2014-02-10,CCE2,1.9685799301247122
2014-02-11,CCE1,5.2568668258116515
2014-02-11,CCE2,1.76700626663869
2014-02-12,CCE1,4.65150745081163
2014-02-12,CCE2,1.6443786815840375
2014-02-13,CCE1,4.242328631367165
2014-02-13,CCE2,2.6194768838139972
2014-02-14,CCE1,4.230233145256032
2014-02-14,CCE2,5.853846930303546
2014-02-15,CCE1,4.158207103589345
2014-02-15,CCE2,6.476277194988118
2014-02-16,CCE1,3.520972728589324
2014-02-16,CCE2,4.696988885037447
2014-02-17,CCE1,3.6931133535893026
2014-02-17,CCE2,5.341845331474183
2014-02-18,CCE1,2.43178175636706
2014-02-18,CCE2,4.43966635010343
2014-02-19,CCE1,2.3738529369225936
2014-02-19,CCE2,5.934558818524713
2014-02-20,CCE1,2.4298824508114625
2014-02-20,CCE2,8.225315443214564
2014-02-21,CCE1,2.658898075811441
2014-02-21,CCE2,8.354488214666153
2014-02-22,CCE1,2.695552589700309
2014-02-22,CCE2,7.274678514341151
2014-02-23,CCE1,2.076095992478066
2014-02-23,CCE2,3.557823730831359
2014-02-24,CCE1,1.5605977285891564
2014-02-24,CCE2,7.052111624089246
2014-02-25,CCE1,1.3091966869224683
2014-02-25,CCE2,7.1940628589075315
2014-02-26,CCE1,1.8572400897002244
2014-02-26,CCE2,7.48509263007917
2014-02-27,CCE1,1.7472973813668708
2014-02-27,CCE2,4.186103497564625
2014-02-28,CCE1,1.4878407841446275
2014-02-28,CCE2,4.172451699794585
2014-03-01,CCE1,1.5292869647001615
2014-03-01,CCE2,4.051089340527221
2014-03-02,CCE1,1.7883720341445855
2014-03-02,CCE2,4.102211755472568
2014-03-03,CCE1,2.065859881366786
2014-03-03,CCE2,3.5739370746549244
2014-03-04,CCE1,1.66931995081121
2014-03-04,CCE2,4.176646870568256
2014-03-05,CCE1,1.4131966869223007
2014-03-05,CCE2,3.553195607557575
2014-03-06,CCE1,1.0465178674778344
2014-03-06,CCE2,3.7372495435962083
2014-03-07,CCE1,0.8781029369222582
2014-03-07,CCE2,4.2885773209895675
2014-03-08,CCE1,1.032535228588903
2014-03-08,CCE2,5.148711545204077
2014-03-09,CCE1,0.9199536313666598
2014-03-09,CCE2,6.320232430143484
2014-03-10,CCE1,0.7902401005506058
2014-03-10,CCE2,6.261626309735299
